,content
3328,'@luckyenjang @haidar_dahlan @ganjarpranowo ya kalo pinjol ilegal bakal sulit banget sih itu sama aja minjem ke rentenir'
3329,'@assfess Boleh tau pinjol apa dlu? Barangkali bukan ojk'
3330,'@assfess Pinjol apaan 
3331,'@haidar_dahlan @ganjarpranowo Kalau pinjol itu biasanya tdk semuanya terdaftar OJK
3332,'@ganjarpranowo Saya mendapat curhat dari beberapa temen saya terkait pinjol yang terus menagih pak
3333,'@GamesMenfess Kasih nomornya kemari..\nSebar ke grup pinjol wkwkwk'
3334,'Ketika lo ngutang di pinjol https://t.co/v1PYS6UaH1'
3335,'360 Finmart menyediakan banyak info pinjol yang cocok buat kamu!\n\nINGAT!!! Kami tidak pernah meminta uang muka (DALAM BENTUK APAPUN) dan memberikan pinjaman dana langsung loh! https://t.co/wGSh85z1vT'
3336,'Pinjol pinjaman ojol'
3337,'pada intinya
3338,'@triaazhh Pinjol ku banyak gak ku bayar itu di tagih gak di akhirat'
3339,'@AREAJULID Emang ga semua orang tua itu baik
3340,'Dagangan di mall terhambat krn mall harus tutup pdhl uang sewa jalan terus
3341,'@dyxdeezer Pinjol lahhh'
3342,'@AsepWitoko @opposite6890 @YazidAl2012 Save ah lumayan dijadiin kondar buat ngajuin pinjol. Hahaha'
3343,'@ustadtengkuzul lebih keren lagi kreditan motor pinjol dtangguhkan 1 thn.'
3344,'@arunanta Eh iya juga
3345,'Diteror pinjol karena abang gue
3346,'ini aku udah stress bgt mikirin pas masuk kuliah utang praktek udah lebih berat drpd utang ke pinjol. BERAT.'
3347,'@opposite6890 @YazidAl2012 Maukin kontak darurat pinjol'
3348,'@dpasaric Malo me brine krutost cijelog skopa
3349,'Akibat Pinjol
3350,'@zulfaziza Pinjol masih Ada tinggal aplod ktp wkkwkwk
3351,'@cowzypie @Geaggles Utang pinjol pasti nih'
3352,'@gausahtauuuu Betoll ugha tuh. Drpd temen yg di teror pinjol. Aduh bgst'
3353,'@tghwbw2 @ojkindonesia Kalau ingin gabung di group seputar pinjol bisa DM saya nanti saya arahkan ke ketua admin sesuai wilayah'
3354,'@TRbinAS kanggo ngalunaskeun pinjol'
3355,'@jokowi Pak kasus pinjol diangkat pak.. Lagi pandemik gini mereka masih nagih terus'
3356,'Sedih bgt temen gua ga tau apa apa tiba2 diteror pinjol. Gokss.'
3357,'Fintech Berikan Keringanan Cicilan Pinjol Asal... https://t.co/8cRrDHs0VA'
3358,'@gaguk_ari gue takutnya dijadiin jaminan buat bayar pinjol'
3359,'Aku merasa diingatkan kalo punya utang pinjol.\n\nPas butuh Nagih utang gak ada yg ngereken
3360,'@blessedm0nkey @jsscaprmrth Gw cuekin
3361,'ini gua posisinya gak tau apa apa
3362,'@ojkindonesia Pagi OJK
3363,'@ngalamfess Pinjol
3364,'Abis berhasil masuk grup fb gerakan bela pinjaman online makin ga habis pikir sama logikanya para debitur pinjol.'
3365,'@podoradong pinjol pinjoll'
3366,'@dwwfi Nah kan bisa
3367,'@dwwfi Dengan data segitu udah bisa dapat nomor ktpnya. Udah bisa dikasih ke pinjol malah.'
3368,'@collegemenfess Wah sama aku juga bingung karena masih ada cicilan kuliaaah :((\ncoba pinjem temen dulu aja jgn pinjol. Kalo ke temen
3369,'hari ini banyak DC telpon. tapi gak tak angkat. jangan jangan data ku di pakai orang untuk pinjol 🤔\n\npas OJK tutup mau cek slik 😭'
3370,'Mending ngelonte sis
3371,'Itu yang sering gonta ganti nomer
3372,'Fintech Berikan Keringanan Cicilan Pinjol Asal… Oleh Warta Ekonomi Online https://t.co/irYlrGajyj https://t.co/w2BB114jBY'
3373,'Fintech Berikan Keringanan Cicilan Pinjol Asal… https://t.co/OpsF1F0zF7'
3374,'@alwnfh Pinjol banyak pes mudah dan cepat terdaftar di ojk lagi'
3375,'@A_Fitrianto1933 Dipake jang pinjaman online.. bisa da.. arek? Mayan 3 aplikasi pinjol bisa lehwih ti 1.5an'
3376,'@Sutboi_ Wkwk kalo ada yang nyanya kaya gitu suka gua jawab panjang gua sebutin aja semua aplikasi kadang aplikasi pinjol juga gua sebutin .'
3377,'@A_Fitrianto1933 Mayan yeuh ktp na
3378,'@subtanyarl Habis nanya tanggal
3379,'@keseldehh Minjemin temen uang lwt pinjol pake akun pribadi abis itu temennya kabur'
3380,'@jgjbase Itu cara halus buat nolak pengajuan cicilannya. Mending beli yg murah2 dulu nder. Yg harga 100 200 dicicil. Kalo udh lunas baru beli hape. Soalnya semua lembaga2 kredit kaya bank leasing pinjol lagi banyak bgt yg nunggak gara2 corona. Jadi ya wajar banyak yg di tolak juga'
3381,'@adaisinyakok @shofiolla Maaf nimbrung
3382,'Ga sengaja ngeklik iklan pinjeman online di ig eh skrg setiap liat instastory ada iklan berbagai macam pinjol wkwkwk kok bisa ye'
3383,'@smokingchiIIs Buat pinjol ya bang?'
3384,'@monoIoug Gmw
3385,'@krdsmnusia Itu baru cicilan pinjol
3386,'sampe dulu gaji mantan tiap bulan langsung di tf semua ke gw biar gw yg atur seperti suami-istri
3387,'Trus mba mba yg nyebarin ktp astaghfirullah mba mba mba itu ktp bapaknya jangan sampai kamu pakai buat daftar pinjol ya soalnya gobok&amp;ga punya hati kamu borong sekaligus😡😡'
3388,'Kapan hari jg gt
3389,'Maju mundur trs nntn Ozark
3390,'@Catcipp Tagih ke kerabatnya kaya pinjol sekali2 bidadari boleh kejam kok 🤣🤣'
3391,'@diSHITiani @txtdaricowo Goblok nih satu lagi anak pinjol'
3392,'@Asknonym Jangan pinjeman online cuyyy. Itu tuh dia nyadap HP Lo. Ngesave semua isi kontak sama riwayat telpon. Kalo Lo telat bayar
3393,'@Asknonym Jangan pernahhh pinjem online
3394,'Terbitkan POJK untuk Pinjol/P2P Lending untuk Membantu Masyakarat Terdampak Pandemi Covid-19 - https://t.co/rT9zDrB6yh | cc @ojkindonesia'
3395,'@Asknonym Jangan pinjol pls bhayaa'
3396,'@Asknonym Jangan pinjol
3397,'@ojkindonesia Selamat malam
3398,'@ojkindonesia Selamat malam
3399,'@Tukangs43614478 Yg rada bahagia yg gagal bayar pinjol nih om.\nAda alesan manteb kl di telp debi.'
3400,'@idfintechwatch Selamat siang
3401,'Susah banget apa ngasih orang waktu sendiri?\nAku tu pengen disconnect
3402,'@NajwaShihab @narasitv Mbak Nana.. angkat topik mengenai #pinjol dong.. banyak rekan2 ojol yg blm bisa bayar akibat wabah covid-19.. minta kebijakan #ojk  keringanan pembayaran sampai situasi sudah kondusif..#pinjollegal tentunya
3403,'@squidwardfess wah kalo dianya serius trus lu nya cuman pengen duitnya aja ya jangan diterusin ke nikah😂 kasian perasaan dia. sbnrnya sih dari awal udah salah
3404,'@bg_yadhi @ovo_id @gopayindonesia Dikira gue doang taunya banyak juga. Udah ngirim email pengaduan ke ovo nya pen upgrade ke premier
3405,'@ojkindonesia klo pinjol. keringanan nya cuma bbrapa persen.  misalnya tagihan. 150 ribu d minta lunasi 147ribu.'
3406,'@angewwie Ya kali aja butuh buat pinjol'
3407,'@opposite6890 @Ndon_isBack @xpath666 @EnggalPMT Itu seperti no yg biasa di pakai DC2 Pinjol buat teror org ya?'
3408,'@ojkindonesia Bagaimana dengan Pinjol?'
3409,'@octora_dian @akulakuID Ada yg lebih berbahaya mas dari paket yg blm sampai
3410,'Tebak - tebakan kuy\n\nKalau ojek online disingkat? \nOjol\nKalau pinjaman online di singkat?\nPinjol \nKalau kontrakan online disingkat?\nK*nt*l \n\nUdah gitu aja'
3411,'Lagi butuh duit
3412,'apasih ini grup bela korban pinjol isinya orang tolol gini'
3413,'I temporarily logged back into IG just to find a not-close former flatmate’s account who is apparently use my number as a reference in pinjol. My life is already fcked up
3414,'@cabhoelisme Biasanya dr aplikasi pinjolnya bu. Dia set permission buat baca kontak. Nah otomatis semua no hp yg dia simpen di hp bakal dipakai sama perusahaan pinjol'
3415,'@kevinalpio pinjol memek'
3416,'Terlanjur Berhutang
3417,'Mbahnya pinjol.... https://t.co/nQwA0n398O'
3418,'@itsnadiine -Marathon series di netflix\n-Membabat timbunan TBR (buku2 yang belum dibaca)\n-Balesin SMS penipuan dan tawaran pinjol'
3419,'Pak @jokowi dan OJK mohon regulasi untuk fintech/pinjol juga bisa disesuaikan dengan kondisi bencana Covid 19'
3420,'@dqbullin @sedaljepit1 @mintminniii @hrdbacot iya..jadi males kalo pinjem lewat pinjol\ntakutnya pas lg susah bayar
3421,'@sedaljepit1 @mintminniii @hrdbacot Setuju mas. Soalnya ketika mau applay online pinjol ya mereka bs akses semua kontak di hp yg minjem. Jadilah kita kita yang ada dikontaknya kena teror. Yg pinjem sapa yg di tlp siapa. 😂😂'
3422,'@sedaljepit1 @mintminniii Iyee nyebelin banget itu orang 😂\nMakanya jangan pinjol
3423,'@sedaljepit1 @mintminniii Eh
3424,'Kejadian nih kmrn sm anak kelas. Iyaa dia masih kuliah dan bikin geger sekelas soalnya dosen yg dpt sms dr pinjol pake kata2 bajingan pdhl dia gatau apa apa https://t.co/h6ki3VJ8yE'
3425,'@hrdbacot diteror DC Pinjol 1 divisi kena teror semua :( gegara ada temen yg tagihannya telat dan parahnya tu DC dpt info kontak kita dr nomer kawan yg bersangkutan.Katanya dr nomer kawan kita itu pihak Pinjol bisa lacak nomer siapa aja yg disave di nomer tersebut buat dimintai keterangan.'
3426,'@warnerlust rentenir dari pinjol anjay'
3427,'@agamag Nah ituh
3428,'Kmrn ada temen kantor curhat kejebak pinjol sampai 5 app..dia gak tau dia klo aku juga kesulitan keuangan..org curhat sama aku..akunya curhat sama siapa 😭😭😭'
3429,'@nico89s Aplikasi pinjol: https://t.co/ASBWKaiDhK'
3430,'@zagitania hp nga dateng
3431,"@purpleblast_ pinjol biasa'a cuma gertak telp yul. aku juga prnah dteror trus ku ancem balik. trus lama2 gk dtelp lagi. kta tmen ku yg pinjol dan ngasi nomor ku,, ntar lama2 hilang sendiri kok cuma ya ngeselin sih krna kita yg dtelponin trus"
3432,'@ojkindonesia bagaimana dengan pinjol ya admin ojk ??? tolong beri kejelasan nya .... terima kasih'
3433,'Udah kudu ganti duit arisan
3434,'Paket yg cocok nih.. dpt 400sm bt balesin pinjol atau sms promosi bt isi waktu luang selama #dirumahaja https://t.co/KP2V03UETq'
3435,'@ayluvphotograph @panjaitanwesle1 @gajerangers Iya
3436,'Saya terjerat hutang pinjol yang seperti lingkaran setan'
3437,'@SugiartoID @e100ss Kui team pinjol rasae'
3438,'@SayurAsem @habibthink @jokowi Blm semua melakukan
3439,'Pinjol yang aman apa ya ? :(('
3440,'@ojkindonesia selamat siang \nOjk.. Saya mau melaporkan\nKasus mengenai utang ke  pinjol\nStatus saya sekarang dlm masa karantina.. Dan tempat kerja saya jga udh meliburkan seluruh karyawanya.\nSya udh minta penundaan pembayaran. Dan penghapusan denda.\nTapi nyatanya nggak di indahkan https://t.co/9QbfSXcAb6'
3441,'@ojkindonesia gimana dengan pinjol pak????'
3442,'Sewajar nya @ojkindonesia bisa menegur para #lesing\n#pinjol yg tdk memberikan keringanan kpd #nasabah #credit di saat #COVID19indonesia'
3443,'pada nyadar nggak sih klean
3444,'@KampusLangit Kalo buat pinjol buat nongkrong2 gabisa ya min:('
3445,'@idfintechwatch @CCICPolri Selamat malam
3446,'@ojkindonesia @CCICPolri Selamat malam
3447,'Pinjaman Online: Pinjol\nOjek Online: Ojol\nKontrakan Online: ???'
3448,'@kaisukisukna @debidwitamay @ojkindonesia Lain soal pinjol ini mah jar
3449,'@permanaandi20 @debidwitamay @ojkindonesia Cepat ceritakan sodara eloy customer terbaik pinjol wkwk'
3450,'@solehsolihun Neangan pajak we no 1
3451,'@hhaaannnnnn @fadjroeL @ojkindonesia Yg jelas
3452,'@CPinjol     Hi Pinjol
3453,'Kalo ada surat edaran dari Kemenperin soal bantuan pra kerja buat IKM jangan percaya gaes
3454,'Paylater
3455,'@kremun_ Mau tanya dong. Kenapa di tengah wabah begini
3456,'@debidwitamay The power of pinjol aja wok
3457,'@niezeta Kadang juga pas ditanya ke yg bersangkutan. Dia bilang ga ada pinjol. Serem euy'
3458,'@gsandhit dikira rachel venya punya jasa pinjol'
3459,'Gajian cuma numpang lewat? Ada banyak tawaran dana buat kamu di 360Kredi! Cukup satu aplikasi untuk berbagai pilihan pinjol! Pinjolnya kakaaa~ https://t.co/ndI7vekzLC'
3460,'Pinjol menyerang rakyat bawah.. Surat utang menyerang pemerintah.. Beda status aja.. Mindsetnya sama..\n\nhttps://t.co/3yOpKpBDYi?'
3461,'Dicari orang pemilik Nomor berikut ini di gambar
3462,'@IndosatCare Saya capek mengulang -ulang terus tindakan yang sama
3463,'@TimpalBali pake pinjol'
3464,'kenapa ya pinjol di tutup tidak bisa pinjem lagi padahal sekarang ini kita lagi membutuhkan krjaan sepi cicilan g boleh libur harus di bayar kaya ny pinjol takut kali ya takut g di bayar karena ini ada ci corona yg bisa meruntuntuh segala nya'
3465,'@me__yudis @ojkindonesia Terlibat pinjol kah? Saya juga dan mau minta perlindungan hukum ke polda metro jaya cyber crime
3466,'@Sugiono_gendeng @ojkindonesia Terlibat pinjol kah? Saya juga dan mau minta perlindungan hukum ke polda metro jaya cyber crime
3467,'@bpikir_kritings @Muhamad90973082 Bang @bpikir_kritings bahas tentang pinjol jg bang....\nDi Indonesia sudah g awam lgi dengan pinjol dan jerat bunga tinggi serta galbay siap di permalukan'
3468,'@AnaOstricki @Nogavicka_Pika @MM84_66 @barjanski @KatarinaJenko tole: https://t.co/uDA5tm90X4 brez pinjol :)'
3469,'@adenuroctavia @detikcom Kerja di pinjol mba? Wkwk mendalami bgt kek nya'
3470,'@moch_fadhlur @sudwiki_ha @ramachariz @hasbizamzam Wkwkkw hopless ambek pinjol ee teng” wkwk'
3471,'@unzeltedbutter Dia regis nomer km buat pinjol pe??'
3472,'@alpinarahmaw @wichuq @gabutmenfess Ayok dek. Lagian sek tak gowo kui yo duit pinjol ehe'
3473,'Dari tahun 2012 sampe sekarang masih tetep pake nomer xl
3474,'Ojek online = ojol\nPinjeman online = pinjol\nKontrakan online ?'
3475,'@Deaethn @jokowi Terutama pinjol.. Tolong kasih kelonggaran.. Kalo bisa ditunda.'
3476,'Seumur-umur baru kali ini dapat sms cinta dari pinjol. Gemesss yaaah.. https://t.co/XxYDigPlxy'
3477,'Ojek Online = Ojol\nPinjaman Online = Pinjol\nKontrakan Online = ....?😭'
3478,'@ojkindonesia Nitip temen ada yg nanya kalo pinjol?'
3479,'Masih tertekan dengan datangnya 2 hari lagi pembayaran cicilan pinjol. Bgst'
3480,'@tubirfess Yah ntar dipake buat daftar pinjol dah tuh nomernya'
3481,'@piyuuwu Foto megang ktp ga sekalian? Buat pinjol'
3482,'@ameebgail Salah satu daftar kontakmu ada yg pinjam di pinjol'
3483,'Ada apa dgn Linda dan pinjol. https://t.co/mNv2CDR2k7'
3484,'Tetangga kerja di pinjol lg wfh\n\nHalo pak
3485,'Gak abis pikir sih
3486,'@ragilrahasto Jatuh ekonomi kok bisanya liburan Natal. Wah
3487,'@Dennysiregar7 @jokowi Untuk Pinjol semacam @akulakuID  gmn bang?? Pak @jokowi'
3488,'Cs pinjol? https://t.co/BbEQszHIea'
3489,'Om @aduankonten
3490,'@Teddy_Ogawa Pinjol skrng rate interest nya brpa gan?'
3491,'payday tterus bayar pinjol  abis :('
3492,'@dpplif Enak tuh nomor gw kirim ke pinjol...hahaha'
3493,'@chckocha Lah besok2 jangan ambil pinjol lg.'
3494,'@chckocha Ojo sekali2 pinjol!!'
3495,'@hellcweed kaya penagihan pinjol aja kwkwk'
3496,'Alhamdulillah nek iso ngono.. CC sama sama pinjol gk ada kabrnya mek.. https://t.co/XRktuKvw30'
3497,'@rikirafles @ompanda48 Anjayy pinjol. membuat orang susah makin susah. lawan!'
3498,'@msaid_didu Pinjol pak
3499,'@ojkindonesia sy mau tanya apakah fintec atau pinjol bisa tunda pembayaran?'
3500,'@briand_fergie Nah iya.. jangan ngandelin temen lah
3501,'Siapin tabungan buat jaga-jaga. \nKalau yang tabungannya udah menipis
3502,'@takdos bangsaattt berasa pinjol'
3503,'@duniamanji Udah sering saya liat itu SLIK nasabah banyak yg MERAH hanya karena pinjol
3504,'@collegemenfess Jangan pinjol ya nder. Pantang banget itu\nAda deh kayaknya pinjaman gitu tapi aku lupa namanya'
3505,'@IvaNozuka @ojkindonesia Fintech tidak mengenal covid .. Saya malah dibilang jangan jadikan covid alasan. Gaji mudur sehingga telat bayar tetep data di sebar kesemua kontak
3506,"'@cindyjoviand biskin di telinga temen nya ""Pinjol R I B A YaAllah""'"
3507,'@ngalamfess Yo tulung iki program pemerintah nder.. lek ga gelem ngisi yowes ngko ditekani petugas e juli. Tp selagi iso ngisi e ngopo lho
3508,'@CPinjol  Hi Pinjol
3509,'@rayestu Ketika yg punya utang ke 10 pinjol denger ini : https://t.co/4IjBVlN8lC'
3510,'@bedj0mardik4 @aduankonten iyaaaa kadang juga dibuat2 berita itu..sangat2 meresahkan apalagi sampai mengancam dan berkata kasar...semoga saja di tutup aplikasi pinjol itu..'
3511,'Mau marah bgt data gue dipake buat daftar 5 pinjol sama oknum kontol. Mereka yg minjem gue yang bayar:)'
3512,'Banyaknya pilihan pinjaman online bikin pusing? Tenang
3513,"'(1) ""Biarin aja wkwk.. gua lagi proses ikut grup buat dbkin gagal bayar itu.. biar tau rasa aplikasinya.. bilang aja nggak kenal sama XXX wkwk.\nGua ikut grup buat matiin pinjol-pinjol yang suka neror masyarakat.. soalnya meresahkan....""'"
3514,'@Hangyul_Sinna Coba mending ka pedhe
3515,'@Hangyul_Sinna Ini kayanya punya hutang deh dia di pinjaman online non ojk
3516,'100 alasan bank 
3517,'Jahat banget yang pake data aku buat pinjol. Padahal mah ga pernah maen gtu2an 😭😭😭😭'
3518,'@Ifan16840924 @ojkindonesia Jangan lupa bayar cicilan di pinjol yaa pak..'
3519,'@detikcom Bukann itu juga pak
3520,'@bbyblves Ga nyari Pap tt tapi pap ktp tak daftarin ke pinjol wkwkw'
3521,'@blakofie Tp mmg utk skrg ga cuma yg minjem ke pinjol
3522,'@satanslavs Yes
3523,'Tawar Menawar\n.\nKetika pinjaman berbunga rendah dijawab sedekah berlipat ganda.\n.\n#sedekah #berkah #penolakbala #covid19 #coronavirus #corona #bungakredit #bank #rentenironline #pinjamanonline #pinjol @ Cibeber. Cianjur https://t.co/G6HVcmJEKx'
3524,'meskipun orang2 yg komen mayoritas marah2
3525,'Covid atau enggak ini sms spam pinjol tetep jalan ye 😒😒😒😒'
3526,'@ojkindonesia Klo pinjaman online g ada @ojkindonesia ...\nKayak sekarang banyakan pada ngutang di pinjol dah dari pada bank'
3527,'@poottebong Mayan ktp ny bisa buat pinjol d akul4ku'
3528,'Insya Allah. Pinjol Laknat Bubar ..  ini saatnya https://t.co/vV0GlmVhO5'
3529,'@omdirects_ @telkomsel kalo ngutang pulsa goceng ditagih mulu kek pinjol'
3530,'@LBH_Jakarta Sya juga korban pinjol\nBerikut dengan ancamannya https://t.co/e9pH700Nca'
3531,'@LBH_Jakarta tolong bantu saya. Saya korban pinjol. Dan data2 saya sudah disebarkan begitu pula dengan ancaman'
3532,'Jumlah positif corona di Indonesia berbanding lurus dengan jumlah hutang di pinjol dan bank
3533,'Kiat cepat mendapatkan uang tanpa pinjol'
3534,'@petivapeach Mls aku bkn spv pinjol'
3535,'@PR0DV pinjol &gt;&gt;&gt;&gt;'
3536,'@sleepylatte_ Keur wanted ku pinjol nya sem 😂😂😂 amin sem semoga keluarga di watertiger juga sarehat sem amin yarabalallamin'
3537,'@RamliRizal @jokowi Kbjakan wfh jg mkan korban bg @RamliRizal ad satu pinjol kary mreka pd di rumahkan. betul2 wfh to fwh (from worker to hommy) https://t.co/d9c2qqZgc4'
3538,'@jokowi yth. Bapak presiden RI Jokowi Dodo pak saya memiliki pinjaman sbsr 900 LBH
3539,'Bank 
3540,'@jokowi Yth. Bapak presiden RI Jokowi Dodo
3541,'@duniamanji Masyarakat
3542,'@duniamanji Klo dari sudut pandangan agama mas Anji sangat benar
3543,'Orang2 pinjol udh mulai gangguin lagi setelah sekian lama vakum
3544,'@sbn_bejoo Marathon series netflix
3545,'@kmm__13 Berharap kepada Pinjol 👻'
3546,'#twitter do your magic please\n sy ss0rng berusia 25 th..yg sdng putus asa..meminta bantuan org yg baik hati yg mw mmbntu sy..mslh sy adlh terlilit hutang pinjol di lebih dr 16 fintech &amp; klo di hitung smua hmpr 25 jt..sy sdh gasanggup byr tolong bantu sy melunasinya 😭'
3547,'@Firmana66382608 @CyberSkuad @kartono_joko Pemerintah nggak mau rugi....... ! Sekarang pemerintah lagi cari pinjaman uang ke pinjol
3548,'@INNERJ0ON pinjol saha'
3549,'sumpah si pinjol belum aja gua block'
3550,'@cigarettersex pinjol'
3551,'@INNERJ0ON PINJOL SIAPASJJSJS'
3552,'@cokelatae sama aja sama si pinjol bau'
3553,'Kepada @AdiraFinanceID 
3554,'@sandiuno waktu itu sy sangat membutuhkan uang untuk keperluan keluarga
3555,'@karawangfess Jangan pinjol nder
3556,'Gokar! Ada yg tau pinjol bunga rendah ga?'
3557,'@pinapinaaaaaa Bwat pinjol yhh 😭'
3558,'@nrainistywt ampun aku lg tak undakke 750 ndak terlilit pinjol'
3559,'@VeritasArdentur Gak setuju pun gak ngaruh kyknya bang.\n\nPrivasi itu bullshout\n\nNo hape gw udah sering dimaki pinjol. Bahkan yg minjemnya aja gw gk pernah kenal.'
3560,'Ayo sakti mana omongan pak Presiden Jokowi lewat inpres dan diikuti POJK 11/pojk 03 /2020 dengan surat counter surat dari PINJOL 
