,content
2438,'@detikcom selfie?what????kalah sama pinjol ilegal hahaha'
2439,'@_anotherthings @BanyuSadewa Bener bgt... temenku tukang Tipu..minjem trus kabur...semua orang kantor ampe ke OB dijadiin emergency contact buat jaminan dia ke Bank dan pinjol. Jehong maksimal.'
2440,'@MeDisappoint @ficofachriza_ Bang @umaleao masalah pinjol nih'
2441,'@amelyardian 1. Kenapa pas upload dokumen pendukungnya lewat gallery ya? Sekelas pinjol dan e-wallet aja take picture langsung ga lewat gallery dan bisa minimalisir kecurangan'
2442,'@umaleao Ada krabat kejebak pinjol. Awal pinjam 1jtan. Gak smp 2 bln
2443,'Jurus pinjol e rek hahahha https://t.co/b4kFRVMBxS'
2444,'@ojkindonesia Bubarkan SAJA PINJOL ONLINE KARNA SUDAH MERESAHKAN WARGA INDO BUNGA GAK selangit'
2445,'Menurut data OJK mayoritas usia peminjam online adalah 19-34 tahun
2446,'Selain kontribusi positifnya
2447,'@WhatssApp___ Eh cendol dawet brisik loe
2448,'@Kari_Ninja Alamak jaoh lah aku maok yg gitu² tu wkwkwkwk...\n\nMending aku jual gitar daripade pinjol wkwkwkwk...'
2449,'Fintech Tak Wajib Beri Keringanan Cicilan Pinjol Saat Corona https://t.co/PRst79f4kX https://t.co/HJjNprqkl3'
2450,'@BudakGarut_ @TiaAdisari @riaasapariani Aya aplikasi pinjol an'
2451,'@ridwankamil @ata_lia Saya turut apresiasi pk.!  Terus bagaimana dengan anak kecil dan bayi butuh susu belum para orang tua jiwanya terganggu karena terjebak utang kredit dan pinjol.!'
2452,'@tampuboIon aku bener2 takut dataku dipakai buat pinjol drey and i thought aku bakal pilih kartunya sendiri ternyata dia pilih berdasarkan dataku and it went so🤡🤡🤡'
2453,'@detikfinance Pinjol nih'
2454,'@allyanabila @collegemenfess Di HP banyak data kaya Sosmed kita
2455,'@lutfydevia Kokean bunga ndes ketok e lek pinjol'
2456,"'👩""anjir gembel banget lo dit udah kerja juga punya penghasilan""\n🧒: ""nama nya juga sales obat pas pasan semua nya""\n\nBeberapa hari kemudian haha SMS ancaman PINJOL masuk ke hp w atas nama si mba hidup Mewah wow.'"
2457,'@umaleao Bang temen saya ambil pinjol dibujuk pacarnya buat masuk pns pas putus pacarnya gamau bayar cicilan temen saya jadi susah padahal dipake uangnya sama tu cowo temen saya cuma modal data aja gimana ya bang?'
2458,'Ojek online = ojol\nPinjaman online = pinjol\nKalo kontrakan online = apaya?\n.\n.\n.\nAda yg tau?'
2459,'@WhatssApp___ Pinjol belum di bayar ha ha ha...'
2460,'Unduh applikasi AyoJeli hanya di playstore dan silahkan pilih produk-produk finance terpercaya didalamnya.\nproses cepat dan mudah lhoo...\n\n#pinjol #pinjamanonline #fintech #loans https://t.co/h4iqAhNQ20'
2461,'Saldo nda abis tujuh turunan tapi baru satu tanjakan udah SMS agen pinjol.'
2462,'@RahadyaAnisha18 Tergantung minta pap apa dl
2463,'@Mamanism Tim jarang selfie
2464,'@BrowSniperBack @anggable @PartaiSocmed Kalau Mandiri cuman bayar asuransinya saja
2465,'Soalnya kebanyakan org ngegaya dari hasil uang pinjol wkwk https://t.co/YgKu2hg2Fg'
2466,'@SuburBur @PartaiSocmed @Hasanuddin_MA @ShyaReepah Mau dapat bantuan tapi hanya bermodalkan curhatan hati
2467,'@Antagonistgirlz Hmmm pinjol'
2468,'@divaalamsyah_ Mnh pinjol mke no urng heeh?\nBayar gblg ie nelfonan trs'
2469,'Jangan kirim foto sembaranyan cok!!\n\n#info #crime #kriminal #informasi #berita #pinjol #bank \nhttps://t.co/vOXEJsrIIU'
2470,'@MardaniAliSera adakah disini yg bisa bantu saya
2471,'@san09678337 @ojkindonesia @kontak157 Pinjol nelpon terus suruh bayar
2472,'@bank_indonesia @Setmagad Pinjol gimana
2473,'@ojkindonesia @kontak157 Pinjol tolong di tindak
2474,'@IzzaNurBaiti Mungkin dikejar pinjol 😂'
2475,'@ojkindonesia @kontak157 @ojkindonesia lrmbek gk tegas msih stengah2 tkut gk ad pmasukn kali y..#babarin pinjol yg legal sm ilegal sm2 gk ad etika d bunga ataupunbdenda lmbng ojk cm tmpelan doang.........AYO GERAK jangan bnykin MOLOR smbil melek..pahamkan'
2476,'@tanyainrl Temenku aja yang udah kerja
2477,'@digeeembok Yg stafsus satunya yg pinjol pinjol yg menyurati camat pake kop istana. Kenapa ga mundur yaaa wkwk. Harusnya ikutan sih.'
2478,'@umaleao Sama aja semua: pinjol
2479,'Banyak DM yg kami terima meminta bantuan untuk cicilan motor
2480,'@umaleao Setahu saya
2481,'Tuips! Sebentar lagi kami akan respost beberapa kultwit lama kami yg mungkin sesuai untuk mereka yg sedang dipusingkan oleh tagihan KPR
2482,'@AldiTama @AmbarwatiRexy @umaleao Tiap hr dpt sms penawaran pinjol\nGak tau mereka dpt nomer kita dr mana
2483,'@Salya06853606 kondar pinjol paling wkwkwkwkw'
2484,'@AREAJULID Aku. Bener2 baru pertama kali isi pulsa di konter setelah bertahun2 pake nomor hp ini. Gak lama isi pulsa langsung banyak yg SMS nawarin pinjol dll bahkan banyak yg nge chat gak jelas di WhatsApp.'
2485,'@umaleao @SoundOfYogi selama pinjol yg resmi terdaftar (legal) di ojk ga bakal gitu deh bang
2486,'@oatnivora Hati hati dli share CV atau biodata di sosmed
2487,'@Damonennkind Emang lesing/pinjol gituan ada tahap  video segala macem ya 😂'
2488,'@Ayash_Azza @Hasanuddin_MA @ShyaReepah @AL_BBara @PartaiSocmed Dia ngajuin khan ?\nDia minta bantuan khan ?\n\nMungkin dia lebih percaya KTPny untuk pinjol dr pd buat #SaudaraAngkat \n\nPansos https://t.co/oodSlVNfai'
2489,'@umaleao Lah? bisa abis itu Pinjol kalo ada yang ngeladenin'
2490,'@bobbagulaaren @AlterBaseRated Was gonna say KTP buat ngajuin pinjol
2491,'@ganjarpranowo Nek Pinjol kepriwe pak.. \nKayane akeh lho\nMasarakat yg terjerat pinjol'
2492,'@ojkindonesia @ojkindonesia. Dan @kredivo. @kredivo. dalam kondisi sulit seperti ini pinjol @kredivo. Gak punya hati nurani kita sebagai nasabah harus tetep bayar sesuai jatuh tempo dan bunga selangit jika memang gak punya toleransi bubarin aja @kredivo. Dan @ojkindonesia'
2493,'@ojkindonesia Fungsinya @ojkindonesia. Buat apa si \npinjol berkeliaran dimana mana. Bunga sangat tinggi \n\ndalam kondisi ekonomi sulit saja pinjol gak peduli mereka ngotot harus bayar sesuai \n\n@ojkindonesia. JIKA GAK ADA GUNANYA MENDING BUBARIN AJA'
2494,'@AmbarwatiRexy @BertScholten4 Biar ga dipake registrasi pinjol mba 😂😂😂'
2495,'@umaleao Pinjol tuh apa bang?'
2496,'@umaleao 😢 Kadang sebagai orang susah dalam hal ekonomi gak bnyak pilihan. Dan terpaksa memakai ini
2497,'@PandunyaRadit we malahan pinjol... https://t.co/eUybII0JiF'
2498,'Lender : P2P lending\n\nBorrower : Pinjol'
2499,'Politikus teh pada pinter nyuruh ngutang terus ke luar 
2500,"'@Hasanuddin_MA @PartaiSocmed Mas"" yg puinter ndiri...ini program #SaudaraAngkat bukan Pinjol paham g sihh...\n\nYg dibutuhkan cm nama g butuh yg lain"" klo takut NIK &amp; alamat disalah gunakan silahkan ditutup lakban item sisakan Nama utk mencocokan kesamaan nama di rek. #PAHAM!!!'"
2501,"'@PartaiSocmed @Hasanuddin_MA Ato jgn"" dia keseringan pinjam Pinjol tum. https://t.co/hTEHh9xjNB'"
2502,'@rifqi_nuroni Wkwk astaga w gak pernah ada urusan ama pinjol :(('
2503,'@ojkindonesia \nPinjol Legal menagih tidak sesuai standar SOP yg trtera di OJK. 11 12 dengan ilegal
2504,'Kepada yth pihak @ojkindonesia dan pak presiden @jokowi pendemi seperti ini pinjaman Online (PINJOL) Meraja lela pak
2505,'Mau Dapat Keringanan Cicilan dari Pinjol? Ini Syaratnya https://t.co/WnARjAaeZo'
2506,'@Rstywann @gabrielkenang Pinjol tidak bisa ditembus untuk saat ini'
2507,'@gabrielkenang Langsung ae skil pinjol e'
2508,'@Telkomsel Jadi gini
2509,'PINJAMAN ONLINE TANPA BUNGA\n\nMin Turn over TOGEL 2jt - Dapat Pinjol 20.000\nMin Turn over TOGEL 5jt - Dapat Pinjol 50.000\nMin Turn over TOGEL 10jt - Dapat Pinjol 100.000\nMin Turn over TOGEL 25jt - Dapat Pinjol 250.000\nMin Turn over TOGEL 50jt - Dapat Pinjol 500.000\n#judionline https://t.co/SwcILT6Tik'
2510,"'""Pinjol : dia masyarakat kecil yang mungkin hutangnya 500 ribuan tapi bunganya tinggi naik berpuluh-puluh persen."" AFPI kan cuman jembatan aja"
2511,'@salaamitusalam @Telkomsel Nek tembus togel e tak utangi si pinjol e 😂'
2512,'Ada pinjol ko gampang https://t.co/dNZXpwu3Kj'
2513,'Jujur CoI dari Belva ini perceived sama kayak Nadiem yang actual itu CeO pinjol itu. Itu mah bukan actual lagi tapi abuse of power'
2514,'@chachaaakkk Untung gurunya sabar ya
2515,'@jayakabajay Ini salah satu aplikasi pinjol yang bunganya nyekek itu bukan ya???'
2516,'@umaleao Ajakin urunan aja pak buat hadapin pinjol biar tenang semua 😁'
2517,'@MyBagaspati @umaleao Gak kepikiran juga sama lender perseorangan yg cari untung dari bunga2 pinjol dan penagihan yang barbar'
2518,'@e100ss SMS jualan jasa pinjol dan modus penipuan hrsnya jg ditiadakan..'
2519,'@jayakabajay Bang apa gak ngeri
2520,'Alhamdulillahirobilalamin ya Allah hutang lunas semuaaaaaa 😭 today i am debt freeeeeeeee! Tagihan cc
2521,'Bisnis Pinjol Tetap Santuy di Tengah Pandemi https://t.co/xZFT1Apr31 https://t.co/0PN2V53i76'
2522,'Podcast Eps 11. Bos OJK Buka-bukaan Soal Cicilan KPR
2523,'@idris_072 @umaleao @ojkindonesia emang pinjol slalu blng mnta d cairin mohon2😂🤣 hallo yg memohon siapa..cek record yg memohon2 ngutang siapa😂 kdg lucu tuh para pinjol setan 🤣🤣'
2524,'@slvywn Haduu gatau deh kalo bocor apa gimana
2525,'@ridwankamil Hayo loh... Gimana ini banyak rakyat kecil yang terjebak akibat pinjol dan pihak pinjol tidak mau tau tetap harus bayar. Dimana sisi kepedulian kalian apa tidak tau sila ke 3 persatuan bangsa Indonesia.'
2526,'Kalo dipikir2 ya buat apaan
2527,'@bahasinrl mending jangan kl ke pinjol nder. bunganya ituloh. riba sudah jelas'
2528,'Tiba2 mas W dateng kerumah budhe ke-4 (pas ada ibu+nenek W) sambil nangis2 dan bilang kalo dia gatau uang 100jt+ itu dibuat apa\n\nKeluarga besar sbenernya gamau bantu
2529,'@frsfauzan Ojok pisan pisan pengen pinjol lek. Susah tenan. Angsuran nambah teros 😂'
2530,'@catuaries Pinjol ilegal aja masih marak
2531,'@slvywn Sudah dipastikan itu pinjol ilegal peh
2532,'Pinjol hingga Pendidikan
2533,'Pinjol hingga Pendidikan
2534,'Pinjol hingga Pendidikan
2535,'Otaknya dmn ya? Mw ngutang tp maksa
2536,'Aplikasi pinjol ini ya... Sungguh.....'
2537,'suruh diem di dumah tp tukang tagihan kridit msih berkeliaran..gak di rumahkan..aplgi pinjol setan yg bunga am dendanya gk malah gak kira2.piye to @ojkindonesia. knpa situ pro ke pinjol bkn ke rkyat kcil.ap krna pinjol byr pjak gede skiranya buat susah rkytmu bubarkan pk @jokowi'
2538,"'@assfess Ya allah pinsil auto correct jahat bat. ""Pinjol""'"
2539,'@assfess Itu bukan no penagihan utang. Keknya semua nomer yang di save di sms semua
2540,'@mas__piyuuu Kira2 dsini para Pinjol dan Bank bisa kgak yach melakukan aksi serupa..😁😁'
2541,'@salaamitusalam @Telkomsel Mereka dpet nomor kita dr mana seh min @Telkomsel ? Ngacak ato gimana
2542,'Layanan financial technology (fintech) peer to peer lending juga memberikan keringanan untuk borrower atau peminjam. Mau dapat keringanan cicilan? Begini caranya: #Pinjol \n\nvia @detikfinance https://t.co/dpupKXG1Kv'
2543,'@umaleao @ojkindonesia pinjol itu spt nya memang ga cocok sama budaya kita bg
2544,'@RedBEARee @Mbah_Epras @umaleao Pinjol ilegal gak punya legal standing di BI
2545,'Layanan financial technology (fintech) peer to peer lending juga memberikan keringanan untuk borrower atau peminjam. Mau dapat keringanan cicilan? Begini caranya: #Pinjol \n https://t.co/qGQyo28ZhH'
2546,'Nanya doank...itu fintech yg p2p lending
2547,'@crcsguy Ya elaah limitnya brp si pinjol buat beli gundam cuma dapet brp palingan
2548,'@aduanBRTI @CCICPolri selamat pagi
2549,'@Mbah_Epras @umaleao Kalau yg seperti diatas gak masuk BI checking. Wong itu ilegal. Yg masuk BI checking pinjol legal kayak Kredit Pintar
2550,'@ghazalissh Awas di share poto bugil lu sama pinjol'
2551,'@umaleao Emang pinjol itu udah acc OJK kang?'
2552,'Musim2 beginian banyak SMS broadcast dari pinjol
2553,'@AditBandit234 Itu kode bisnis.\nKalau kita kasih
2554,'@resitassi Tapi itu katanya didaftarin pinjol tan  berarti bukan yg kontak kerabat itu'
2555,'@resitassi Tapi tan nomer hp aja emg bisa buay dftr pinjol?'
2556,'@vinonavara Udah bisa ngajuin pinjol belum bu?'
2557,'Mau Dapat Keringanan Cicilan Pinjol? Begini Caranya https://t.co/utgvjEZlNt'
2558,'Mau Dapat Keringanan Cicilan Pinjol? Begini Caranya https://t.co/TXdNs3HP4r'
2559,'@osticopratama @gadtorade Pantes aku lagi ngobrol utang2 ehh yg muncul iklan pinjol wkwk'
2560,'@eechantik :(( creepy bgt orng yg minta identitas asli. Kalo ga gini yah ceped minta foto ktp sama no nik buat pinjol ? WOAOWKWKWWOWLWKWK'
2561,'@umaleao Ada 1 org kantor gw
2562,'Pinjol Tak Berkewajiban Merestrukturisasi Hutang Nasabah https://t.co/NTrWwAON1C'
2563,'@__xyzbgst Auto bikin pinjol wkwkwk'
2564,'@stillstayforskz Biasanya sms kayak gitu dari pinjol
2565,'Pinjol yg masalah karna kdg di apps nya ada request buat access contact list kita
2566,'PinJol stres \n@Telkomsel nomor dibuat sms gak jelas #PinjamanOnline \nCc @aduanBRTI @ojkindonesia https://t.co/74jxBViHth'
2567,'Duh kenapa hobi banget sih nomor hp ku dijadiin nomor darurat aplikasi pinjol :(((\n\nJadi urang yang kena teror 🤬'
2568,'Asalamu alaikum bpk presiden yg saya hormati.\nSaya atas nama pribadi saya mau menyampaikan keluhan saya di masa pandemi saat ini.\nSaya mempunyai pinjaman online\nSaya merasa kurang nyaman atas tindakan pinjol tersebut.\nSaya sudah meminta keringanan pembayaran malah mengancam.'
2569,'@Shortmessag_ Gue masih inget tapi sekarang kamu ramenya buat notif kode verifikasi aja sama ada spam sms tentang pinjol'
2570,'Fintech tidak punya kewenangan restrukturisasi kredit pinjol\nhttps://t.co/sL67ACGLTt https://t.co/FSDnRIW5wG'
2571,'@adhityanandhakp Aku lak pinjol dingge mbayar opo yo engko
2572,'Yg komen di area julid udah kaya tukang tagih pinjol
2573,'@anindyarchman Layo to mb apakah kita harus mendekati pinjol?!'
2574,'@hrdbacot Aku pernah masukin temen kerja sekantor.\n2 orang.\n1. Jangankan ada terima kasih. Dia malah menjaminkan nomorku di aplikasi pinjol.\n2. Eh pas aku resign malah bongkar2 aib
2575,'Survive pinjol💪💪🏾'
2576,'Sudah Ada yang Ajukan Keringanan Cicilan ke Pinjol? https://t.co/QnKAsczBLj'
2577,'@ribetribut_ pinjol apaaa😭'
2578,'Perusahaan fintech peer to peer lending memberikan keringanan kepada peminjam dengan restrukturisasi. Sudah ada yang ajukan? #Pinjol \n https://t.co/LBBjOtJ64h'
2579,'ide adalah sebuah titik awal kekayaan teman-teman
2580,'@rlthingy Kalo misalnya saya beli data kakak nih
2581,'Omong-omong soal penipuan. \n\nTadi siang saya didatangi seorang laki-laki yang berperawakan khas debt colector. Ternyata dia dari aplikasi pinjol yang saya sendiri baru tau namanya (Sokredit). Tujuannya menagih tunggakan pinjaman senilai Rp 585rb (pokok
2582,'Yang lain dpt sms dr kominfo..\nGw malah dapet pinjol mulu..\nSomay gw ilegal jgn2 nih 🤔'
2583,'Perusahaan fintech peer to peer lending memberikan keringanan kepada peminjam dengan restrukturisasi. Sudah ada yang ajukan? #Pinjol \n\nvia @detikfinance https://t.co/MthPoOcsjt'
2584,'Asosiasi Fintech Pendanaan Bersama Indonesia (AFPI) mendukung kebijakan pemerintah terkait restrukturisasi pinjaman online (pinjol). #Pinjol \n https://t.co/wY5m3mR9Qx'
2585,'Asosiasi Fintech Pendanaan Bersama Indonesia (AFPI) mendukung kebijakan pemerintah terkait restrukturisasi pinjaman online (pinjol). #Pinjol \n\nvia @detikfinance https://t.co/Cn3pncqvqL'
2586,'Pinjol tu serem banget
2587,'@jokowi Pak. Saya kna dampak karena saya kuli bangunan dan saya sampe pinjam pinjol dan belum bisa bayar bisa d bantu kerjaan pak ...dah jatuh tempo blm bisa bayar krna g bejerka...kulo pripun 🙏🙏'
2588,'Fintech peer to peer lending juga akan memberikan keringanan berupa restrukturisasi cicilan kepada peminjam. Cara ajukannya bagaimana? #Pinjol \n https://t.co/Z9cffvF5we'
2589,'Fintech peer to peer lending juga akan memberikan keringanan berupa restrukturisasi cicilan kepada peminjam. Cara ajukannya bagaimana? #Pinjol \n\nvia @detikfinance https://t.co/MxE7nmYRlC'
2590,"'@jokowi\nSelaku rakyat kecil merasa terdampak sekali dengan adanya KLB covid -19 ini kami  yang penghasilan harian saat ini benar "" lumpuh.Mohon bpk Presiden memberi ketegasan kepada  pinjol untuk memberikan kelonggaran kepada kami.Tolong dengar Keluhan kami.. Bpk Presiden'"
2591,'Ceritanya dia minjem uang ke app pinjol
2592,'Biasanya kalo ada sms masuk nomer baru pasti dari judi togel pinjol. Tapi kali ini beda huhu'
2593,'#ojk #AFPI #MediaKonsumenID pinjol Mitra Pedagang sdh melakukan ancaman dengan menyebarkan ini keseluruh data kontak saya. Mhn bantuannya https://t.co/AXJRXKJJvf'
2594,'Ojek online           = Ojol\nPinjaman online  = Pinjol\nKontrakan online = ..........'
2595,'Saatnya Pinjol Fintech Beri Relaksasi Angsuran https://t.co/lTS8P9XjYz https://t.co/QwsrhuiyNC'
2596,'@JonruGintingNew Jangan minjam sama pinjol
2597,'@han_ss Pinjol dan KTA instant gitu biasanya gak pake verifikasi ke nomor emergency contact
2598,'@m_mirah Jangan2 nawarin pinjol mba'
2599,'@qnafess Lah kalo gapenting kenapa sampe ada beritanya? Bahkan CEO-nya aja minta maaf. Kita juga gatau orang make data buat apa
2600,'Ancaman Penagihan ke Rumah oleh Kredit Pintar\n#jokowi\n#ojk\n#kemeninfo\n#tolong\n#pinjol\n#PinjamanOnline https://t.co/GudImzUuKK lewat @MediaKonsumenID'
2601,'Mohon Pihak OJK
2602,'@jokowi\n Selamat siang.. Mohon maaf sebelum nya Bpk Presiden yg sy hormati..sy menyampaikan keluhan terkait Pinjol. Agar berkenan bpk memberikan ketegasan kebijakan keringanan penangguhan dlu setidak nya mereka tidak mengancam dan mempermalukan kami. Mohon bantuanya Pa ..  Tks'
2603,'@m_mirah Saya sering dapat nomor US
2604,'Wagelasih pinjol.\n\nAdmin fee-nya mahal bgt.\n\nBunganya gila perbulan. Wkwk'
2605,'@MediaKonsumenID Disaat seperti ini ntah kami harus mengadu kemana agar diperhatikan oleh pihak Pinjol. Setiap hari di telp dengan nada memaki
2606,'@MediaKonsumenID Entah harus mengadu kemana lg kami para nasabah Pinjol yang terus dikerjar2 DC
2607,'@firmankuda Pinjol (pinjaman online) kade ulah coba2 bungana gede pisan'
2608,'@dimas_irsyadul @BudTeguh @P3nj3l4j4h_id Tapi klw gak salah hrs foto selfie sambil pegang KTP
2609,'#PinjamanOnline \n#pinjol https://t.co/UbLOYcmfQx'
2610,'@Am0r3by @collegemenfess Akunnya lumayan itu tuh buat login web segala macem
2611,'@MiaCanasyna @raelaveire Awokokokok.. \nAnimal crossing: pinjol simulator'
2612,'@P3nj3l4j4h_id @Airin_NZ Ini nih akibat banyak yg jual beli data KTP sama selfie KTP
2613,'@MiaCanasyna @raelaveire Animal Crossing: Also known as simulasi pinjol 2020'
2614,'@hellonawww @maitsafn @denissayuliana @RezaAlifiadi @akungangeninn @Bmarlinamss Haduuu pusiing hambaaa. Pinjol apaan dah?'
2615,'@ikaestrh @maitsafn @denissayuliana @RezaAlifiadi @akungangeninn @Bmarlinamss More than you can imagine sis
2616,'@FirstMediaCares parah FM bolak balik mati giliran nagih lebih2 kaya DC pinjol'
2617,'@andrearrasuli @tiaraamissu Menjerat wong liyo piye? Kayak orang pinjol itu yaa?'
2618,'@ILCtv1 @karniilyas Dan para penagih utang pinjol gg mau tahu
2619,'@hidahkhoirin Lagian lu twitter galau mulu kaya dikejar pinjol anjir wkwkw'
2620,'Jauhkanlah teman2ku dr pinjol
2621,'@tribunnews Yang penting jangan utang sama pinjol aja..  Soalnya klo utang sama pinjol.  Telat pasti di tlponin mulu..  Bisa bisa Indonesia di Ancam..  Akan di beberkan apapun yg pinjol ketahui.  \n#Sedih'
2622,'@rwinardi Lainnya itu ja.. udh cem pinjol'
2623,'@msaid_didu Trump ditlp ama pinjol pak...minta dibantu ngmg..'
2624,'@sornght Aplikasinya ga bisa dibuka
2625,'ngurusi investasi bodong itu penting
2626,'Ada yang tukang tipu dan tukang minjem KTP buat Pinjol juga... https://t.co/XNKwHb8kFY'
2627,'@nabylasyafitri Apalagi yg mengizinkan akses contact
2628,'@anang_wibee mending klo pengagum rahasia .. itu dr colektor pinjol nyuruh ak nglunasin pinjaman krn peminjam gabisa dihubungi dan nomerku yg tercantum di data mereka ..'
2629,'@catwomanizer @biyanrfzia Aku alhmdlh gk punya CC tp ke pinjol itu kmaren
2630,'Penagihan Pihak Kredit Pintar ke Rumah di Masa Pandemi Covid-19 https://t.co/LMPY367xyN lewat @MediaKonsumenID @MataNajwa tolong bahas mengenai pinjaman online yg selalu memakai kekerasan dan ancaman oleh pihak pinjol dan DC. Krn mrk tidak segan2 juga mengancam akan membunuh.'
2631,'@fschiko_ @umaleao @Ciel_duke Asuransi juga pasti asses dulu kemampuan keuangan
2632,'Ini gara2 anak IT sblmnya cantumin nomor pekerjaan gue sbg nomor darurat di setiap pinjol. As*u memang. Tp gue jd tau model nomor2 pinjol.'
2633,'Hampir saban hari pinjol ngerecokin
2634,'@leonaabs Pinjol po lesing mbak?'
2635,'@sugasugababy94 @umaleao Gni bang
2636,'Saran paling konyol dan tolol !!!\nIni pasti konsultan KTA nya orang Pinjol / KSP Macet... Yg paling bener
2637,'@umaleao @Ciel_duke Oh brati ini jawaban kenapa platform pinjol banyak yang pake asuransi pihak ketiga yang menjamin uang pokok si lender ya..'
2638,'@Bettingmonk Otw pinjol el kuproyyy'
2639,'@raffiandarujati @tapiboros @jogmfs Hati hati mas ntar datamu di sebarin sama pinjol :('
2640,'@tapiboros @jogmfs Tanteku tau nyekolahin aku mas. Bulan2 kmren dia pinjol pke namaku yo lancar2 aja. Baru bulan ini seret. \n\nMaksudku minjemin namaku buat pinjol sm minjemin duitku itu ga seberapa sm dia dulu sek bayari aku sekolah😌'
2641,'@agri_satrio Wew serem amat kek pinjol mainnya'
2642,'Podcast Eps 11. Bos @ojkindonesia Buka-bukaan Soal Cicilan KPR
2643,'Bisnis Pinjol Mulai Kering Karena Corona https://t.co/cUp1vPy1fY https://t.co/XEyS9MW1qw'
2644,'@gundala222 Sangat patut dapat diduga - begitu yang terjadi. Indikasinya banyak : simpang-siur nilai bantuan dan fakta fisik sembako yg diterima; kursus2 onlen kagak jelas materi dan pemenang tendernya (tender ya apa penunjukan); kampanye riba Pinjol dg Surat-Sakti. Dan lain2nya.'
2645,'@MediaKonsumenID @GooglePlay @Google_IDN @Google @kemkominfo @ojkindonesia Tuntas kan perlakuan kasar dan ancaman yg dilakukan pinjol fintech'
2646,'@fjr_sptr13 Itu terus temen nya mas gmn? Saya juga abis ketipu di aplikasi pinjol itu 😭😭'
2647,'Sekelumit pengalaman saya terlepas dari kebakaran pinjol tak diawasi OJK\n#UpdateBlog \n\nhttps://t.co/wd7mDNcUp7'
2648,'@umaleao @_rayhan_ Bang saya orang medan. Teman saya ada yg sangkut msalah pinjol.. Gmn cara ngadapin nya.. Maaf baru liat twet2 abg nih.. \nMksih..'
2649,'@ojkindonesia \nMau tanya pak \nPinjol @akulakuID apa bisa ada penangguhan \nKalo ada gimana cara nya'
2650,'@dvl202520 @MumuyZG @Dennysiregar7 Lu pernah ditagih suruh bayar utang negara kagak ?  Bacot doang .. palingan juga lu yang dikejar pinjol karena emang niat mau ngemplang'
2651,'@sugasugababy94 @xojolx @umaleao Pinjam-meminjam = perbuatan hukum
2652,"'Sahabat ""PINJOL (Pinjaman Online)"" mana nih suaranya?'"
2653,'@vievieviia Iyaaa karena ada beberapa pinjol kalo nagih parah banget kaya diteror vi cuman kalo belom parah kamu abaikan aja'
2654,'@chairunietk Pinjol apa-an sih? Pinjaman online?\nJahat banget ini orang asli. Pdahal udah aku ikhlasin uangku dulu'
2655,'@vievieviia Kaya nya ini sama deh dia satu komplotan ama witri itu tapi kalo bener pinjol mereka bakal ngehubungin kamu terus. Kalo mau kamu ganti nomor aja'
2656,'@Riohara17 @adelliarosa @umaleao Orang waras menghindari hutang pinjol karena tau resikonya.'
2657,'@umaleao Memang seperti itu manusia
2658,'@sugasugababy94 @adelliarosa @umaleao Mungkin mas nya belum pernah sampai ke tahap itu. Bersyukurlah kalo mas nya masih dicukupkan semua2nya shg tdk sampe terjerat hutang pinjol. Tp pd kenyataannya tdk semua org punya taraf rejeki yg sama spt masnya.'
2659,'@popoksweetygold Oiii temenku dijadiin bisnis😂 dia ngasih tau aku sgl macem cara termasuk clone ktp
2660,'@popoksweetygold @uthianar Gapapa wkwkwk emg biasanya gt
2661,'@askvicong @sugasugababy94 @umaleao Sebenarnya ada pidana nya. Kalau HUKUM DITEGAKKAN
2662,"'@hadifianwidjaja @sugasugababy94 @umaleao Saya lebih sebal dg pinjol/dc yg mencoba ""mempekerjakan"" org lain hanya karena kenal/ada di kontak.Gak ada urusan dengan hutang-piutang kok dibawa2. Kontak darurat? pas sebelum ngasih pinjaman diverifikasi kagak?'"
2663,'@askvicong @sugasugababy94 @umaleao Dari awal memang pemberi PINJOL sudah punya itikad tidak baik dengan MENYALIN SEMUA CONTACT NUMBER di HP peminjam...'
2664,'@mardiasih Nih inovasi 4.0 mbak.. Daftar kartu Prakerja seraja nfajuin Pinjol.. 😒 stafsus milenial ga bener.. Susah klo otak Fintech yg cari kesempatan dalam kesempitan dikasih tender cc: @jokowi harusnya bisa lebih Proper dari ini pak 🙏saya yakin masih banyak org yg lebih kompeten dr ini https://t.co/oOf4U67tXP'
2665,'@umaleao @baby_alien28 Tp ati2 bang ttp waspada sapa tau pihak pinjol ga seneng dgn keadaan ni mrk mcm2 ntar ..'
2666,'@tiarbah salam salam dulu pret sama keluarga
2667,'@sugasugababy94 Loh iya benar dong
2668,'@aisyahnurfaa Kalo ga ya SMS penipuan atau pinjol dll dll. sedih bet sedihh'
2669,'@umaleao skrg yg dibahas bukan pinjol lg bang
2670,"'@umaleao Mereka nggak akan diteror kalau sudah menunaikan kewajiban. Saya bukan nasabah ataupun pekerja pinjol. Hanya saja tweet abang akhir2 ini cukup mengusik saya. Karena banyak orang dengan mental ""maunya enak dipinjami saja"
2671,'@sugasugababy94 @umaleao Kalau di TEROR = perbuatan pidana... Pinjaman PINJOL itu perdata...'
2672,'@umaleao Bang
2673,'@MediaKonsumenID @GooglePlay @Google_IDN @Google @kemkominfo @ojkindonesia Pinjol yg kasar dan sll mengancam.. tlg OJK'
2674,'@alaahsiahboy say no to pinjol:('
2675,'@MediaKonsumenID #terorpinjolfintech# pinjaman online yg menagih dgn cara kasar dan penuh ancaman.. tolong OJK
